index|0
Right now, I’m in the process of adding some…|restaurants
This will be the first in a series of non-food related entries. You might (or might not) be interested in following a fledgling blogger starting out|restaurants
Ok, so..where do I begin|restaurants
I love food|restaurants
Check|restaurants
I want to write about food|restaurants
Check|restaurants
I got WordPress running|restaurants
Check.…|restaurants
Image by mckaysavage|restaurants
Willkommen|restaurants
Vidza Koram|restaurants
Yo|restaurants
Chetorochak|restaurants
Selamat Datang|restaurants
Huan Ying|restaurants
Maliu Mai|restaurants
Emukela|restaurants
Bienvenue|restaurants
Alii|restaurants
Bem-vindo|restaurants
  You’ve arrived at londoneater.com – where a foodlover living in London (me) writes about his favourite subject|restaurants
First of all, thank you for visiting, feel free…|restaurants
It’s now been over a year since Alex Dilling took over the reigns from Arnaud Bignon, and what year it has been for this this charming little restaurant that has survived the decades with its series of chefs|restaurants
Alex has been working non-stop upping the ante with each passing season, and most recently was rewarded by the bib in maintaining the two star rating of afforded to Abela’s crowning glory since Bignon first won it in 2013.|restaurants
I’ve visited Alex about 5 – 6 visits in this past year since he took over and with each successive meal, I’ve observed the supremely talented Chef seemingly outdo himself at each turn, knocking out astounding and exciting dishes of true technical excellence that in my view makes him a legitimate recipient of a future third star|restaurants
Alongside Claude Bosi and Brett Graham, IMHO, these are the three guys currently sitting at the very apex of London gastronomy|restaurants
That is, if the guide awarded their stars based purely on the performance of the kitchen in that snapshot in time.|restaurants
If you have something to celebrate, you should certainly consider The Greenhouse, including the n25 aged caviar supplement when presented with the choice|restaurants
Photos and a few comments from my latest meal there.|restaurants
Just when I think these guys have set the bar, they find another way to level up, never resting on their laurels|restaurants
The craft involved blows my mind|restaurants
This dish – an entree and not pudding – actually works best as a surprise…|restaurants
….but if you need to know, then it is in fact tartare of Scotch lango with caviar|restaurants
One of my favourite classic combos, often presented in various guises by others (Passard’s nouvelle classic is one of my all time favourites), but none quite like this.|restaurants
It is encased in a set creme crue that’s soft, and somewhat gravity defying in keeping its perfectly spherical shape|restaurants
Served with an ultra clean apple and bergamot consommé, its freshness and acidity counterbalancing the cream and shellfish|restaurants
No modernist trickery here, just good old fashioned high level craft.|restaurants
Alex did mention that they are still tweaking the ratios (less cream, more caviar core), but as it stands, I think it’s already absolutely top notch stuff|restaurants
Simplicity, product quality, refinement, precision.|restaurants
With an onsen quail egg, thinly shaved matsutake, 18mo mimolette, jamon Iberico, watercress puree, a deep roast chicken jus|restaurants
The noble mushroom (this particular specimen being Canadian) now entering its last days of the season, but losing none of its distinct and unmistakable spicy, pine flavour which more than stands up to the mature cheese.|restaurants
Oh yeah my kind of sandwich, I loved this so much, being reflective of Alex’s approach as the core of his cuisine is all about unadulterated satisfaction.|restaurants
Such an elegant dish that is squarely about product and precision of cooking|restaurants
The trinity of flavours entirely marine, juicy grilled turbot with golden caramelisation, a satin smooth sauce imbued with oyster minerality, and the rich rush of creamy brine from the caviar… refinement and simplicity – my kind of fish course, loved it.|restaurants
Noble fish + caviar is a winning combo when done right imho|restaurants
And the key is the ratio for it to fly, like at L’Ambrosie or P53 and indeed as is this dish right here.|restaurants
8|restaurants
Hunter style Landes chicken with ceps, glazed boneless stuffed chicken wing, daikon salad roll, pomme souffle, and Alba white truffle.|restaurants
I’m certain you’ve already seen piccies of this elsewhere, and it does indeed taste every bit as epic as it looks 🌟🌟🌟|restaurants
The outermost chicken and Alsace bacon farci is soft all the way to the incredible crust; the detailing and the finishing of which simply astonishing|restaurants
The corrugated grill lines, the shiny glaze, the thyme and shiso flower adornments, and the seamless albufera sauce|restaurants
For me, the best white truffle dish of the season so far.|restaurants
I just had my “big spend” meal this year at the Clove Club (We limit £200+ a head meals to one or two a year) and i umm’d and ahh’d between CC, Greenhouse and a few others|restaurants
Now i see that chicken and croque madame dish im still wondering what i should have done|restaurants
Clove Club was fantastic though.|restaurants
I finally made it here and can genuinely say that I totally believe all the fanfare bandied around Christophe Pele’s gem in the house of Haut Brion|restaurants
His cuisine is one of modernity, subtlety and clarity|restaurants
Decidedly French with flourishes of Asian influence in a non-intrusive way (quite unlike say Barbot’s love of citrus-charged flavours), his lightness of touch across the dishes is inspired stuff and I find it extremely appealing.|restaurants
During lunch there are three choices of carte blanche menus, starting at 90euroes for a short 3 courses and going all the up to 190euroes for the six course menu Le Clarence|restaurants
In the evening, there is the epic 8 course which can be had for 320euroes|restaurants
I went for the 6 courses plus the white truffle supplement (60euroes), and arranged a little wine flight comprised of Haut Brion’s 2nd wines and their non first growth labels.|restaurants
Every course here is delivered as sequential multi-plates a la Gagnaire, and as a surprise|restaurants
In some regard, the spontaneity of Pele’s creative cuisine feels much like a grand version of Parisian bistronomy, played out in a most opulent setting|restaurants
I think it is every bit worthy of its two star rating and I would compare Pele’s idea of a carte blanche to that of Passage 53|restaurants
Both Chefs’ frame their menus around a string of balanced and light dishes that flow from the start to finish.|restaurants
What really makes Le Clarence rather unique of course are that you can opt for the HM and LMHB first wines – both the whites and the reds – by the glass, and indeed fashion a wine flight based around them|restaurants
They would still cost a ton, at 130 – 200 euroes a glass, but not thousands if you were to pop the cork on 4 bottles of each of the white and red Graves.|restaurants
Is it a candidate for 3 stars today? Probably not, as I feel that Pele is still tweaking his ideas about Cantonese flavours in his cuisine|restaurants
Also, a couple of docked points for presenting tourists with a sub-standard white truffle that is at the moment (mid Nov 2019) showing very well near its peak season|restaurants
However as it stands, his cuisine is very attractive, the cuisson is generally spot-on and I would love to revisit to see how he is progressing in due time.|restaurants
A light and fresh start, and all about textures, crunch of the filo, the dense fleshiness of the langoustine, and the softened bite of the pigs ears, tied together with a light chilli sauce that’s punches more with acidity than spice.|restaurants
Classic earth & sea combo, but the modern and light prep was to me a joy to eat|restaurants
The scallop is mi-cuit, and the kiss of the plancha infusing it with an all encompassing smokiness, lifted by the lactic creaminess of the buffalo milk.|restaurants
If the first way was lightness, this was to emphasise the scallop’s richer profile|restaurants
The flavour combinations here harmonious and complex, earthy sweetness, with the nutty, buttery richness of the tonato sauce, but carefully judged to not overwhelming the delicacy of the scallop’s natural sweetness.|restaurants
The first was seabass roasted skin side down|restaurants
Flourished with capucine flower, anchovy, tarvido radicchio that’s been gently rolled on the plancha, softening its mild bitterness , and an exceptional squid ink sauce that has lovely sweet-vinegar gastrique contrasting with the bitter-sweet of the endive and the fish’s umami|restaurants
A dish that seems so simple, but with everything so measured and so carefully cooked, it was dancing on the palate.|restaurants
The second, steamed shrimp bao on pumpkin purée; poached oyster with Jerusalem artichoke, beef broth and lemon|restaurants
While the seabass was superb, I actually enjoyed the second serving more|restaurants
The bao was very good indeed, the richness of shellfish melding especially well with the buttery, sweet and seamlessly smooth pumpkin purée – a successful marriage of French and Chinese flavours|restaurants
This was followed by a warm finish of classic beef and oysters.|restaurants
First was lacquered with soy sauce and the cuisson on this was phenomenal, wobbly and the perfect shade of light pink in the centre|restaurants
with beurre blanc and daurenki wrapped in spinach and lightly toasted on the pan|restaurants
Joyfully elegant and precise cooking.|restaurants
The second was battered and deep fried, KFC sweetbreads on top of a very airy, whipped sabayon that was subtly sweet, I’m guessing with a little Madeira drizzled in.|restaurants
The mains in three plates, with Alba truffle, paired with a glass of HB’s 2nd wine, the Le Clarence from 07|restaurants
Clockwise from the centre:|restaurants
Slick cooking on the quail, accompanied by rich flavours both with the parm drizzled ravioli, and the squid ink sauce, which I believe is made with some of the gizzards folded in, giving rise to a meatier sauce, as compared to the much lighter version that came with the seabass.|restaurants
Although, my favourite component was the eel -which IMHO easily rivals good Kansai style unagi- and the pairing with lightly cooked foie gras melting into the sweet savoury glaze was absolutely delicious.|restaurants
The only downer perhaps was the white truffle itself|restaurants
Not the best example, a little dry with its aromatic powers waning, and unable to keep pace with the array of flavour across the plates.|restaurants
Cigar of lemon cream, homemade (and extremely light) waffles with a beautiful chestnut syrup (like liquid marron glace) and stiff vanilla chantilly.|restaurants
…I really didn’t expect to be, but came away very impressed by this brunch|restaurants
Gyu don was comfort food 101, some kaffir lime in the bowl of beef and onions on rice|restaurants
Will have to pop back in for a proper dinner at some point.…|restaurants
I am a huge fan of Jackson Boxer, as I think his food is modern in that it possesses the right mix of craft, creativity and cool|restaurants
His link to this restaurant is through Levan’s owner, Nicholas Balfe, who was once upon a time his…|restaurants
Restaurant Details: website instagram I had written about Bosi’s then new digs in the house of Bib in 2017 just before they refreshed his double stars, and thought then that the opening year at two stars was the right call, with a feeling that more…|restaurants
restaurant details: website instagram The secret hideout by Nuno Mendes and his right hand man, Edoardo Pellicano, who you will know from Portland’s beginning days with Merlin|restaurants
It opened last year, and I visited in Oct 2018, although I spend more time on IG than…|restaurants
As you know, L’Inconnu is one of my favourite haunts in Paris, and its connection to Passage53 is through Chef/Owner Koji Higaki who was the sous chef there for five years, but I hadn’t yet paid a visit to this two starred restaurant of quiet…|restaurants
If I had to pick one restaurant this year that surprised/excited me, it would most definitely be Abri|restaurants
Opened by Katsuaki Okiyama in 2012, it is part of the original set of Japanase-French restaurants that has long since become a permanent feature in the Paris…|restaurants
Tomos Parry’s Basque inspired BBQ restaurant, with British produce|restaurants
Named after the mighty turbot, expectedly the star attraction here is the slow-grilled whole turbot, in the style of famous restaurants, such as say Elkano in Getaria, Northern Spain|restaurants
I’ve been three times now, and I…|restaurants
You’d think he would have got tired of the fish section after 20 odd years manning it for the great Bernard Pacaud at L’Ambroisie, but evidently not, as here is Aki san going strong at least 5 years now with his solo gig doing only…|restaurants
I’ve always seen roasting a whole duck as a kind of ultimate kitchen challenge, primarily because getting that crispy skin without turning the meat into leather is essentially a paradox, but also that when you pull it off, it is a delicious thing|restaurants
While I…|restaurants
If you follow me on Instagram (likely where we both spend most of the time food-hunting these days), then you’ll know I love a good sarnie|restaurants
It is an art unto itself, and IMHO the pleasure a great sandwich gives, can be equal to the…|restaurants
Since my first visit, I have become very fond of this restaurant in Stoke Newington and have visited them on average once every two months in the past year|restaurants
Opened by two passionate young guns, who I feel are at the very beginning of a…|restaurants
Other visits: Nov 2017, June 2016, April 2016 Photos and some descriptions from an ALC meal at L’Arpege in early April 2018, just as Spring crept up on us|restaurants
This time round, I was interested in another of Passard’s classics, whole blue lobster with vin…|restaurants
Wishing you 新年快乐 狗年吉祥 一帆风顺 for CNY 2018|restaurants
Hope you guys are still enjoying yourselves|restaurants
This year, it is with great pleasure that I report on an exciting new find; one which in my opinion contends with London’s best offerings of Cantonese siu lap|restaurants
It…|restaurants
When I last wrote about this restaurant, James was then the latest Young Turk to successfully transition into his own permanent setup, which takes his mother’s maiden name|restaurants
Just under 4 years later, Lyle’s now finds itself in That list, holding a michelin star, and…|restaurants
There are probably better brunch dishes out there, but for me, I can think of nothing more sinfully satisfying than a fantastic eggs benedict|restaurants
It is fundamentally a simple dish, consisting of only 4 main elements, namely poached egg, hollandaise, Canadian bacon and an English…|restaurants
Even with Brexit looming, the economic case for this rapidly modernised part of town is apparently still sound enough for a heavyweight F&B player to enter the fray|restaurants
Perhaps the owners of the original Duddell’s Hong Kong (DHK) see parallels between the two locations, as…|restaurants
In this grand new year of 2018, there is one restaurant that particularly excites me, one which I think has the potential to make a mark in the annals of Gastronomy|restaurants
Breaking new ground may not be at the fore of Leandro Carreira’s mind, as…|restaurants
Tis the season yet again|restaurants
Some of the best plates of food that were put in front of me this year|restaurants
Links to write-ups are in the headers, so then without further ado… 17|restaurants
Elystan Street Cornish lobster, gazpacho dressing, Capezzana olive oil and avo…|restaurants
I have it on good account that this is not a mere carbon copy of the great Chef’s Parisian offshoot, also called Dame de Pic near the Louvre, rather it is the more ambitious of the twins|restaurants
The great chef is of course Anne-Sophie Pic, she inherits a gastronomic dynasty so to speak with a long standing association with the bib, that stretches all the way to when they first revised (and introduced) their multi star rating system.|restaurants
Thought not her originally chosen path, she follows in the footsteps of her grandfather Andre, her father Jacques and eventually took over the kitchen from her brother Alain in 1998|restaurants
She received the coveted 3 stars in her own right in 2007|restaurants
She also owns another eponymous restaurant in Lausanne which currently holds 2 stars|restaurants
No small feat considering there are not many female chefs in pro kitchens, let alone ones who have reached the pinnacle of their profession|restaurants
We do have Clare Smyth over here, who will hopefully open her own doors, in the Summer|restaurants
Much in the spirit of the great Eugenie Brazier and Marie Bourgeois.|restaurants
And that will be enough wiki sleuthing, as we look to the present and the future with this latest venture, Pic’s first in Blighty in the brand new and very impressive Four Seasons at Trinity Square in Tower Hill.|restaurants
This is my first visit to a Pic restaurant, she does have many well-known dishes floating around the web that identifies her style as her own, with the incorporation of ingredients where you may, lets say, not expect them in a classic sense|restaurants
Not to mention her striking puddings, and I think particularly of the chocolate lattice and also the all-white millefeuille.|restaurants
Some of her top-end stuff (including the MF) as well as her family classics makes appearances at Dame London, and for this, she has entrusted it to an Italian, Luca Piscazzi|restaurants
He has La Pergola (Rome’s only 3 star), Amber HK and Apsleys, the previous occupant restaurant at Lanesborough before Eric Frechon moved in, on his resume.|restaurants
The wine list is… expensive|restaurants
I note that they do Latour BTG, on this visit, 2004 at £185 for 125ml|restaurants
This translates to a bottle price of £1110, which would be at least the 3x mark-up (to be optimistic)|restaurants
Bottom line is one thing, but value for money (compared to market price) is another, but I think this is a little too much for a relatively young Latour and especially considering the private club in the hotel is organised around the first growth, I expect more of a deal|restaurants
For that money, at least a 2000 perhaps|restaurants
The wine list (and the Latour discovery room) is looked after by somm Jan Konetzki, who has joined from Gordon Ramsay RHR.|restaurants
Meanwhile in the restaurant – in keeping with London – they have laid out a brasserie-like room that walks the tight rope of being gastronomic business and gastronomic casual|restaurants
Brown leather banquettes, towering pillars of stained glass and triple height ceilings.|restaurants
We visit for friday lunch, and ordered a 3 course meal|restaurants
My brother ate from the lunch concessions (£39 for three) and I ate from the ALC.|restaurants
A siphoned cauliflower puree midly spiced with ginger and generously topped with shavings of mimolette cheese and esplette pepper|restaurants
A simple but very delicious umami concoction.|restaurants
Grilled to golden brown crust and soft centre|restaurants
Classically paired with a hollandaise, albeit mildly infused with curry|restaurants
Yes|restaurants
Lovely work really and a good shout to stick these spears for the lunch set menu|restaurants
The white asparagus from the south of France now starting to come into peak season, that is to say quality and also a dive in prices.|restaurants
I asked our waitress to bring out a live one and was rather impressed that they did|restaurants
A beauty and such a precious thing|restaurants
Pretty big, looks about 150g, so I will say 4 head.|restaurants
Meuniere I think, and to a rare centre|restaurants
It’s very tender, retaining all of its natural briny sweetness|restaurants
The citrus provides freshness, and the deep (deep) dashi gives seasoning|restaurants
A hearty style for abalone, almost “rustic”, especially with the smoked potato puree hiding in the sauce, but the handiwork is excellent|restaurants
Generous portions, looks like a whole one in here|restaurants
I’m over the moon.|restaurants
‘s purer style is awesome, but of course, Pic’s preparation is equally a quality treatment for the noble product|restaurants
For those who bang on about quality produce, this is one such specimen|restaurants
In fact outside of Hedone and Bonhams, I don’t know if any other London restaurant offers Live abalone|restaurants
I hope you guys eat more of it, so more chefs over here will offer it|restaurants
They’re not as glamorous as Ise or Australian, but Irish and Breton abalones are pretty decent, in the right hands.|restaurants
Thighs on the lunch concessions set|restaurants
Works for me, the best cuts on the bird|restaurants
Presumably, the breasts go on the ALC plates and so it means the set lunch is both cheaper and the better choice! Beautifully roasted by the way, succulent and juicy.|restaurants
Perfectly cooked sole from Brixham, with a superb sauce|restaurants
Freshness of green apple rises to your olfactory (not unlike when you peel one) and ends with a subtle spectre of anise in the finish.|restaurants
I really like the sauce, it lifts the dish rather than interfere with the inherent quality of the fish|restaurants
Nothing clogging up the palate here, clean and clear cooking|restaurants
Solid * territory.|restaurants
Given the price tag, I would have liked Wye, Pertuis or perhaps even Roque-Hautes, used at her other restaurants|restaurants
These Kent ones were tasty nevertheless.|restaurants
Of course the reference point is Alain Ducasse, specifically Monaco, thought I have never had it before, so I won’t be able to add my value to it.|restaurants
For what it is worth, I thought the sponge was merely ordinary|restaurants
I like the seasonal addition of the gariguettes, as I have written recently in my last entry, they are beautiful and this very time of the year|restaurants
Superior fragrant, so much so, I think it almost a waste to manipulate them, as they are best eaten as they are.|restaurants
An atypical MF and very striking in its construction|restaurants
The ultimate homage to vanilla|restaurants
If not mistaken, it is not a creme pat enveloping the exterior, rather it is a whipped vanilla cream (with yoghurt), topped with meringue based icing|restaurants
Inside the puff, is a jasmine jelly, served ice cold, it is more like a sorbet layer|restaurants
In its entirety, there are textural, flavour and temperature gradients throughout|restaurants
The milk foam is subtly infused with pepper, emphasis on the subtle, and works well as a ‘finish’ on the palate|restaurants
A little interesting that this pepper (Voatsiperifery) is from Madagascar, and yet Pic has elected not to use Bourbon vanilla|restaurants
I would have thought that ingredients from the same terroir would have more affinity for one another, but well, maybe not, who knows.|restaurants
that it looks!) idea to change up the classic pudding with the cream plastered around the pastry|restaurants
And in London too|restaurants
I won’t list the top-tier MFs we now have in London|restaurants
Some are tall and traditional; others lay flat and impossibly light, with ice creams that do not ‘melt’|restaurants
You know where they are.|restaurants
The bill came to £162.32 for 2 people for all food, 1 beer, 1 glass of Alsatian Pinot Blanc, a bottle of water and service|restaurants
The set lunch half of the bill was around £50, and an ALC meal came in at £110.|restaurants
The cooking is very good here, easily in the 1 star bracket IMHO|restaurants
If this is truly a reflection of Pic’s palate, then I would say the Chef has a great one|restaurants
The cuisine is of course very French, but it is her use of subtle non-traditional flavour pairings that really brighten the recipes|restaurants
I like that the cuisine is quite compact, allowing main ingredients to taste naturally as they should|restaurants
There is nothing over the top here and nothing is out of control – which is testament to Luca’s management of the team.|restaurants
Their sourcing is good, especially for fish, featuring the best of the West Country, Scotland and plugging the holes in British terrior, with French produce|restaurants
I would liken this to Les 110 somewhat in ‘conception’ and in terms of the relaxed ambiance|restaurants
Though the reality is that DdPL is a more ambitious outfit (it is the Four Seasons after all), and this is obviously reflected in the difference in bottom line|restaurants
Over time, I am keen to see the menu change up and to see more of Pic’s signature dishes pop-up here|restaurants
It is nearly the summer, might we see soft-shell native Cornish lobsters in Pic’s red fruit dashi perhaps? It would fit in quite well with what DdPL is about, I think.|restaurants
The full prices may make you wince, but I must say that they have put quite some effort into their lunch menus and provide ample value for money, considering what’s on the plate|restaurants
The weekday 3 courses for £39 is superb, but the next time I return, I will be looking closely at the Weekend 4 course lunch for £55|restaurants
Both the sole and millefeuille are on the weekend lunch set|restaurants
Well worth a visit.|restaurants
I love the research and detail you put into this post as well as your others, this personally isn’t my type of cuisine but still very much enjoyed reading it and may visit on a special occasion 🙂|restaurants
Agree with Christian|restaurants
Through your blog, I can see the amount of time and energy put in to making this post that’s very insightful for people who are interested about this restaurant or generally the places to visit in London.|restaurants
Just booked in for the end of the month , I`ll be happy if it looks and tastes like your meal|restaurants
I`ll most probably go for the tasting menu so I can get a taste of what Pic`s cuisine is all about.|restaurants
Hello folks, I am officially back from my month long vacation, trust you have applied yourselves positively while I’ve been away|restaurants
My yearly visit to the folks is always enlightening if perspective bending though this is the first time in eight years that I went home in time to celebrate Chinese New Year|restaurants
I’m carrying alot of holiday weight right now, five kilos to be exact, heavy stuff|restaurants
Astrologists are predicting a gold rush this year and have interpreted the year of the Metal Tiger to be one made of solid gold|restaurants
Bling|restaurants
I had originally intended this post to be the closer to my run of unofficial Chinese New Year write-ups and was suppose to coincide with Chap Go Meh – the fifteenth day of the new Lunar year – the same day which also marks the end of the Chinese New year festival… but other more pressing commitments had ensured a five day delay – building websites still doesn’t quite pay the rent|restaurants
I had spent most of the time travelling between Brunei, Singapore and Taiwan, the latter was where I decided to spend my money|restaurants
I have good reason to stuff myself silly and I filled my schedule with pit-stops to restaurants which served something representatively local – like a crash course into the native cuisine|restaurants
It’s all well and good that we have so many restaurants which cater to all sorts of world cuisines, but it occurred to me that London has been the first destination that I have sampled certain international flavours|restaurants
Something as common as say pizza for example – I can’t say I’ve actually tried a Neapolitan recipe passed down from the ages|restaurants
This holiday would double as gastronomic adventure and I view it as a way to build my CV in a particular style of cuisine, so that I’ll always have something to compare my London exploits against|restaurants
And so Kang’s quest to catch a glimpse into the world of Taiwanese cuisine was born|restaurants
Here are his notes (So weird writing in the third person).|restaurants
The scene is Taipei|restaurants
The capital of the island republic, it is situated on the Northern tip of the country and its name unsurprisingly translates to ‘Northern Taiwan’|restaurants
Home to 2.6 million, it is an emerging ultra modern metropolis of Blade Runner style concrete jungle and it’s skyline proudly accomodates Taipei 101, once the tallest building in the world|restaurants
Like all cities, there are shades of vintage buildings still lingering underneath all the shiny metal and glass|restaurants
Old shop houses prop up the neon signs, lighting up the city’s night like a Christmas tree|restaurants
It’s wonderfully urban, tight street corners just wide enough for cars to pass through and temperamental rainclouds which make London feel like Cyprus|restaurants
In the belly of the beast lies a diverse range of restaurant, cafés and their famed night markets which play host to hundreds of independent street food vendors making it a sort of foodie’s wet dream|restaurants
In fact, there is so much diversity in it’s food, a week is simply not enough time to try everything|restaurants
But I tried anyway|restaurants
My excursion wouldn’t be as impactful if not for my extended family taking me around the city, so I have the C and C’s to thank for all the recs.|restaurants
With Londoners experiencing a spike in Sichuan food, I thought it’d be appropriate that our first stop was Chuan Ba Zhe – a Szechuan restaurant that does all-you-can-eat ‘Ma-la’ hotpots for about 8 per head.|restaurants
The local flavour – Gold Medal Beer|restaurants
The brew is light and carries a chrysanthemum sweetness about it – very easy drinking stuff|restaurants
We started with a selection of ‘small dishes’ to share dishes and to start – something which is characteristic of a Taiwanese meal – including Kousiu (Saliva) chicken , Quaiwei (weird taste) vermicelli, Dou gan zhe (bean curd slices) and Mala tripe|restaurants
As it was a Szechuan restaurant, everything was red in colour, evident of potent sliced chilli everywhere and the tranquilising effect of Szechuan pepper slowly started to grab hold of my tastebuds|restaurants
Terrifying.|restaurants
The main highlight of the meal was the all-you-can-eat hotpot, the freeloading aspect in that we could order as much meat or vegetables we wanted to chuck into the soup.|restaurants
Now, this is properly spicy stuff|restaurants
The soup was made with szechuan pepper and as I alluded to earlier, doesn’t just burn your tongue and throat, it actually conjures up a strange numbing sensation that firstly starts on the back of your tongue, and if you’re greedy, works it’s way into the back of your throat|restaurants
I downed several glasses of gold medal beer to put the fire out|restaurants
Eventually, I couldn’t feel my tastebuds anymore|restaurants
If you head to Angelis in Kilburn or|restaurants
in Earls Court, you’ll be able get your hands on a Ma-la hotpot|restaurants
It’s usually protocol to have a layer of oil floating on top of the soup, it’s suppose to keep the heat in and also to cook whatever you’ve dunked into the soup|restaurants
I am certain that London restaurants hold back on the peppers – this place didn’t.|restaurants
We rode the MRT – Taipei’s equivalent of the tube – to Danshui and to the very end of the line|restaurants
The town is a scenic getaway from the high tech city of Taipei|restaurants
Here, people rolled around in vespas and flip flops and beyond the bridges, you can watch fishermen barbecueing their triumphs by the beach|restaurants
Restaurants lined the coast, and as we went on a Sunday, it was as if all of Taipei had descended upon this area|restaurants
We had trekked all the way here to visit the Black Shop, and to sample the locally celebrated pork chop rice.|restaurants
A large bowl of their signature pork chop costs two pounds, less if our political system was in better working order|restaurants
Like all umami infused food – this bowl of rice smelled hearty, rustic and fragrant|restaurants
Served piping hot, the large flap of chop garnished with bean braised tofu and pickled cabbage that carried a vinegary stink|restaurants
The rice was glutinous, almost sushi rice (but I daren’t claim it) and the savoury flouriness of the pork chop was unmistakable|restaurants
There was a thin outer which encapsulated the piece of meat, eggs must have been used and the coating absorbed alot of moisture leading to a juiciness which softened the texture of the pork|restaurants
The combination of the bean-flavoured tofu, the vinegary pickled cabbage and the soya infused egginess of the porkchop gave way to an exemplary example of umami… I finished two bowls.|restaurants
The black shop was still entertaining massive queues at 3pm in the afternoon, and this was a huge restaurant spread over two floors – such was the popularity of it’s pork chop rice|restaurants
While there, it was also an opportunity to give one of Taiwan’s best – if common – small dishes a try : Cold creamy tofu with sweet century egg.|restaurants
When I say creamy, I mean really creamy|restaurants
The texture is so consistent, it hardly broke and is akin to the density of say a pannacota|restaurants
Flavoured with a sweetened soya sauce, the purity of the tofu melds well with the mushy liverness of the preserved duck eggs|restaurants
The strength of this dish – in my opinion – is dependent on the quality of the tofu|restaurants
The real deal, everything in London is a mere imitation.|restaurants
We headed out bright and early the next day so that I could run a few errands while in Taipei|restaurants
Things are generally cheaper, I had my Seiko Kinetic fixed for just under £40 compared to a whopping £85 minimum if I sent it to Maidenhead|restaurants
I also had bought a pair of thick black rimmed glasses – Clark Kent style – for a reasonable price…|restaurants
yes, as if Gary Rhodes would suddenly recognised me attempting to ‘review’ his restaurant, says my ego.|restaurants
We went to Jiang Jia, not particular special, nor exciting but it was something distinctly local and also open 24 hours a day.|restaurants
A bowl of salty soya milk made with pickled lettuce, rice vinegar, sesame oil, maldive fish and a tiny splash of soya sauce – definitely a change from the rock sugar syrup of HK style sweet tofufa|restaurants
My favourite were the glutinous rice roll stuffed with pork floss and pickled radish|restaurants
I thought it was interesting to have a dough explosion of sorts with a youtiaw – fried dough – stuffed with a chinese style omelette on a sesame crusted bread roll – called a ‘shao bing you tiew jia dan’ or otherwise a chinese breakfast butty perhaps.|restaurants
I spent alot of time getting lost in the side streets which hid makeshift markets and the occasional street food vendor, photographing this street life proved to be one of the highlights of my visit to Taipei.|restaurants
All I could see was the romance of the older parts of Taipei, so rustic, raw and human, it was here that I felt the life and the buzz of the real city.|restaurants
We have now just got off Dingxi station and my other half and decided to take me to one of her old favourite noodle shops|restaurants
Small, unassuming and humble|restaurants
There would be nothing high brow about it, but again the attraction was apparent in it’s unpretension, just so real.|restaurants
And here, I had tasted one of the best spare rib & taro soups to date|restaurants
The soup was oily, but filled with meaty and stocky flavours – very homely|restaurants
Like most of the soupy meats I had sampled in Taipei, the spare ribs melted like ice cream.|restaurants
Finally, our last destination led us to the Golden Formosa, famous for none other than authentic Taiwanese cuisine, and I was assured that it doesnt get more authentic, or local than this.|restaurants
There are several variations of the ‘White-Cut’ Chicken in the different types of Chinese cuisine, and it so happens to be a local favourite in Taiwan, which claims a variation of their own|restaurants
It’s a mainstay in Cantonese cooking and is a sort of a national symbol of Singapore cuisine in which it is referred to as Hainanese Chicken|restaurants
The skin is salty and oily, but the meat is juice heaven and silky smooth|restaurants
There is rich chicken flavour and a clinical taste on the palate|restaurants
The chicken bounces with every bite and is just a joy to eat – getting breast meat to soften up is a family secret, and the breast meat at Golden formosa was much like caressing the equivalent assets of a beautifully woman, or…|restaurants
What is aromatic to a Taiwanese person just reeked to my untrained palate|restaurants
This dish stank of bamboo shoots and vinegar, the tripe added to the soured livery flavours of this dish|restaurants
It was a difficult mouthful for me, not my cup of tea this one, but about as Taiwanese as it could get.|restaurants
I think the thick gravy – slimy and very fishy – was probably made from the juices scallop and the oyster|restaurants
It was like a runny pizza with a dough that absorbed too much moisture|restaurants
Very potent, I could only have a slice before the fishiness became overwhelming.|restaurants
This one I really enjoyed – one of the most memorable dishes from my trip|restaurants
Crunchy popcorn like exterior, bubbly crispiness and a peppery hit with a worschester sauce tang|restaurants
I am certain that there was curry powder in the mixture and which which really gave ribs a spice of life|restaurants
The meat still juicy on the inside but the distinct sour and spicy crackle on the outside.|restaurants
So that was my trip to Taipei|restaurants
The most memorable meal has got to be the Pork Chop rice – simple food, but oh so good|restaurants
In addition to this, I wrote up on one of Taiwan’s greatest treasure –|restaurants
at three of Taipei’s most respected Beef noodle houses|restaurants
Alright, well a belated happy new year of the Tiger folks, hope you enjoyed my adventures away from home|restaurants
I think it’s about time I got back to writing up about London again|restaurants
See you monday.|restaurants
I have fond memories of eating pork chop rice in those ben dung that are served on trains in Taiwan|restaurants
 Did you try any zen bing on your trip?  [My pinyin is haphazard – zen bing are those ‘chinese burritos’ that you can get at street markets in Taipei.]|restaurants
Very interesting blog post – Taiwanese food is not something you hear a lot about|restaurants
Makes me want to explore tofu a whole lot more though, particularly as a seasoning.|restaurants
Your thoughts on the extreme fishy/vinegary flavours were probably about right too – I reckon people from outside Europe/US might feel the same about Stinking Bishop, Stilton, Vacherin etc.|restaurants
Can I ask where you went for the spare ribs and taro soup? The wife is very keen on trying that|restaurants
Anything else worth eating in that shop?|restaurants
